2000.069336	.94332
2000.310424	.94298
2000.551513	.9427
2000.792601	.94071
2001.033690	.93998
2001.274778	.94104
2001.515866	.94154
2001.756955	.94096
2001.998043	.9414
2002.239132	.94185
2002.480220	.94415
2002.721308	.94233
2002.962397	.93988
2003.203485	.94127
2003.444573	.944
2003.685662	.94517
2003.926750	.94703
2004.167839	.94313
2004.408927	.93703
2004.650015	.93709
2004.891104	.93945
2005.132192	.94144
2005.373281	.9437
2005.614369	.94395
2005.855457	.94306
2006.096546	.94381
2006.337634	.94572
2006.578723	.94481
2006.819811	.94355
2007.060899	.94115
2007.301988	.93813
2007.543076	.93861
2007.784165	.93974
2008.025253	.93852
2008.266341	.94236
2008.507430	.94332
2008.748518	.94007
2008.989607	.94019
2009.230695	.94103
2009.471783	.94
2009.712872	.94203
2009.953960	.94288
2010.195049	.9434
2010.436137	.94248
2010.677225	.94014
2010.918314	.9398
2011.159402	.9396
2011.400491	.94019
2011.641579	.93928
2011.882667	.94112
2012.123756	.94342
2012.364844	.9414
2012.605933	.9415
2012.847021	.94222
2013.088109	.94233
2013.329198	.94138
2013.570286	.94039
2013.811375	.9428
2014.052463	.94168
2014.293551	.93939
2014.534640	.94363
2014.775728	.94559
2015.016817	.94344
2015.257905	.9412
2015.498993	.94257
2015.740082	.94682
2015.981170	.94274
2016.222258	.93895
2016.463347	.93904
2016.704435	.9416
2016.945524	.94252
2017.186612	.94444
2017.427700	.94388
2017.668789	.94034
2017.909877	.94022
2018.150966	.94372
2018.392054	.94376
2018.633142	.94089
2018.874231	.94276
2019.115319	.94463
2019.356408	.94333
2019.597496	.94137
2019.838584	.94232
2020.079673	.94442
2020.320761	.94345
2020.561850	.94202
2020.802938	.93885
2021.044026	.93732
2021.285115	.9408
2021.526203	.9418
2021.767292	.94465
2022.008380	.94371
2022.249468	.94145
2022.490557	.94168
2022.731645	.94152
2022.972734	.94066
2023.213822	.93721
2023.454910	.93905
2023.695999	.94042
2023.937087	.94124
2024.178176	.93805
2024.419264	.93665
2024.660352	.94109
2024.901441	.94217
2025.142529	.94123
2025.383618	.94283
2025.624706	.94238
2025.865794	.94126
2026.106883	.94185
2026.347971	.94476
2026.589060	.94592
2026.830148	.94452
2027.071236	.9411
2027.312325	.93788
2027.553413	.93671
2027.794502	.93633
2028.035590	.93754
2028.276678	.93898
2028.517767	.9426
2028.758855	.94714
2028.999943	.94589
2029.241032	.9418
2029.482120	.93952
2029.723209	.94413
2029.964297	.94579
2030.205385	.94122
2030.446474	.93769
2030.687562	.93668
2030.928651	.9391
2031.169739	.93923
2031.410827	.94002
2031.651916	.9395
2031.893004	.9404
2032.134093	.94216
2032.375181	.9385
2032.616269	.93625
2032.857358	.94054
2033.098446	.94116
2033.339535	.93974
2033.580623	.93791
2033.821711	.93801
2034.062800	.93983
2034.303888	.93874
2034.544977	.93892
2034.786065	.93937
2035.027153	.94043
2035.268242	.94298
2035.509330	.94068
2035.750419	.93893
2035.991507	.94131
2036.232595	.94385
2036.473684	.94322
2036.714772	.94178
2036.955861	.93624
2037.196949	.92815
2037.438037	.93042
2037.679126	.9357
2037.920214	.93848
2038.161303	.94087
2038.402391	.94084
2038.643479	.94086
2038.884568	.93998
2039.125656	.9379
2039.366745	.93958
2039.607833	.93787
2039.848921	.93679
2040.090010	.93891
2040.331098	.94184
2040.572187	.94053
2040.813275	.94001
2041.054363	.94447
2041.295452	.94338
2041.536540	.9335
2041.777629	.91945
2042.018717	.92215
2042.259805	.9387
2042.500894	.94544
2042.741982	.94522
2042.983070	.94114
2043.224159	.93918
2043.465247	.9417
2043.706336	.94502
2043.947424	.94237
2044.188512	.94347
2044.429601	.94678
2044.670689	.94534
2044.911778	.94361
2045.152866	.94371
2045.393954	.94502
2045.635043	.94303
2045.876131	.93596
2046.117220	.93081
2046.358308	.917
2046.599396	.91578
2046.840485	.93736
2047.081573	.94015
2047.322662	.93838
2047.563750	.94134
2047.804838	.94296
2048.045927	.94343
2048.287015	.94238
2048.528104	.94188
2048.769192	.9424
2049.010280	.94282
2049.251369	.94507
2049.492457	.94327
2049.733546	.93891
2049.974634	.9354
2050.215722	.93745
2050.456811	.94069
2050.697899	.93484
2050.938988	.90733
2051.180076	.90224
2051.421164	.92983
2051.662253	.93974
2051.903341	.94068
2052.144430	.94061
2052.385518	.93796
2052.626606	.93699
2052.867695	.94104
2053.108783	.9437
2053.349872	.94333
2053.590960	.94257
2053.832048	.93655
2054.073137	.92937
2054.314225	.9306
2054.555314	.93512
2054.796402	.93979
2055.037490	.93877
2055.278579	.92817
2055.519667	.89493
2055.760755	.8965
2056.001844	.93286
2056.242932	.94242
2056.484021	.94161
2056.725109	.94108
2056.966197	.94147
2057.207286	.94254
2057.448374	.9429
2057.689463	.94266
2057.930551	.93359
2058.171639	.92917
2058.412728	.93726
2058.653816	.94176
2058.894905	.94283
2059.135993	.9413
2059.377081	.94154
2059.618170	.94046
2059.859258	.91385
2060.100347	.87026
2060.341435	.89606
2060.582523	.93634
2060.823612	.94118
2061.064700	.94238
2061.305789	.94007
2061.546877	.93831
2061.787965	.93751
2062.029054	.93241
2062.270142	.93651
2062.511231	.94099
2062.752319	.94415
2062.993407	.94248
2063.234496	.93936
2063.475584	.93917
2063.716673	.93912
2063.957761	.939
2064.198849	.92862
2064.439938	.87872
2064.681026	.85339
2064.922115	.91057
2065.163203	.93906
2065.404291	.94018
2065.645380	.93775
2065.886468	.93211
2066.127557	.93367
2066.368645	.93868
2066.609733	.93905
2066.850822	.94056
2067.091910	.9418
2067.332999	.94084
2067.574087	.94051
2067.815175	.94336
2068.056264	.94222
2068.297352	.93988
2068.538440	.9348
2068.779529	.89928
2069.020617	.83362
2069.261706	.86522
2069.502794	.92497
2069.743882	.92938
2069.984971	.93019
2070.226059	.93763
2070.467148	.94089
2070.708236	.94254
2070.949324	.94425
2071.190413	.94459
2071.431501	.94135
2071.672590	.93996
2071.913678	.9403
2072.154766	.94162
2072.395855	.94066
2072.636943	.93992
2072.878032	.94013
2073.119120	.91609
2073.360208	.82728
2073.601297	.8078
2073.842385	.89513
2074.083474	.93423
2074.324562	.94046
2074.565650	.94091
2074.806739	.94019
2075.047827	.93773
2075.288916	.9363
2075.530004	.9401
2075.771092	.94343
2076.012181	.9435
2076.253269	.94246
2076.494358	.9415
2076.735446	.94114
2076.976534	.94079
2077.217623	.93315
2077.458711	.90568
2077.699800	.81923
2077.940888	.7864
2078.181976	.88707
2078.423065	.93754
2078.664153	.94248
2078.905242	.94167
2079.146330	.93928
2079.387418	.93716
2079.628507	.93968
2079.869595	.94029
2080.110684	.94055
2080.351772	.93988
2080.592860	.93993
2080.833949	.94087
2081.075037	.93778
2081.316126	.93189
2081.557214	.93193
2081.798302	.91642
2082.039391	.81968
2082.280479	.76006
2082.521567	.86783
2082.762656	.93253
2083.003744	.93955
2083.244833	.94101
2083.485921	.94355
2083.727009	.9455
